Symbol,Company Name,Sector,Industry,Start Date,Last Update,Start Price,Current Price,YTD Change,Market Cap,P/E Ratio,Dividend Yield,Average Volume,Year High,Year Low,Index,Year,Start Year,Last Update Year
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2021-01-01,2021-12-31,92.73,110.75,0.1943,15087403008.0,18.360548,0.014099999,947886.0,130.0,90.9,SP500,2021,2021,2021
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2021-01-01,2021-12-31,28.63,34.07,0.1902,42158469120.0,15.2155285,0.0292,5330693.0,34.18,27.57,SP500,2021,2021,2021
TXN,Texas Instruments,Information Technology,Semiconductors,2021-01-01,2021-12-31,145.3,172.79,0.1891,175310000000.0,31.66532,0.0286,4243984.0,184.3,144.0,SP500,2021,2021,2021
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,2021-01-01,2021-12-31,213.58,253.82,0.1884,20246347776.0,24.391117,0.015000000500000001,563392.0,257.03,184.6,SP500,2021,2021,2021
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,26.58,31.53,0.1861,45692174336.0,35.157864,0.0028,3012200.0,35.64,22.66,SP500,2021,2021,2021
IBM,IBM,Information Technology,IT Consulting & Other Services,2021-01-01,2021-12-31,99.6,118.01,0.1848,205891000000.0,20.719713,0.03,5565397.0,125.86,94.32,SP500,2021,2021,2021
WTW,Willis Towers Watson,Financials,Insurance Brokers,2021-01-01,2021-12-31,192.87,227.72,0.1807,30883291136.0,16.62974,0.0114,1359114.0,258.19,187.12,SP500,2021,2021,2021
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,2021-01-01,2021-12-31,18.89,22.31,0.1807,42381402112.0,16.725372,0.0197,8382540.0,25.46,16.99,SP500,2021,2021,2021
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,51.94,61.32,0.1806,33900705792.0,13.432728,0.0364,3887346.0,63.41,47.89,SP500,2021,2021,2021
EIX,Edison International,Utilities,Electric Utilities,2021-01-01,2021-12-31,51.36,60.59,0.1796,30368049152.0,13.766307,0.041500002,1970445.0,60.91,45.78,SP500,2021,2021,2021
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,2021-01-01,2021-12-31,124.69,147.04,0.1793,54911356928.0,11.387358,0.0173,1268658.0,153.22,122.36,SP500,2021,2021,2021
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,2021-01-01,2021-12-31,409.57,482.65,0.1784,54375825408.0,25.265043,0.0064,448418.0,495.55,357.02,SP500,2021,2021,2021
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,2021-01-01,2021-12-31,204.71,240.24,0.1735,40481189888.0,14.705242,0.0182,1090911.0,240.94,197.67,SP500,2021,2021,2021
COO,Cooper Companies (The),Health Care,Health Care Supplies,2021-01-01,2021-12-31,89.27,104.7,0.1728,18563215360.0,20.96425,0.0002,1106703.0,115.86,88.21,SP500,2021,2021,2021
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,52.69,61.63,0.1698,77851205632.0,17.195295,0.031400003,6950315.0,61.71,48.13,SP500,2021,2021,2021
ALLE,Allegion,Industrials,Building Products,2021-01-01,2021-12-31,108.88,127.35,0.1697,11224310784.0,16.596188,0.0147,691399.0,142.23,101.31,SP500,2021,2021,2021
ADBE,Adobe Inc.,Information Technology,Application Software,2021-01-01,2021-12-31,485.34,567.06,0.1684,189805000000.0,18.699476,0.015000000500000001,2373097.0,699.54,420.78,SP500,2021,2021,2021
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,2021-01-01,2021-12-31,108.33,126.47,0.1674,39908552704.0,27.154896,0.014500001,705484.0,164.6,103.58,SP500,2021,2021,2021
DD,DuPont,Materials,Specialty Chemicals,2021-01-01,2021-12-31,65.55,76.51,0.1671,31455295488.0,17.109291,0.020299999,5165611.0,81.36,62.6,SP500,2021,2021,2021
HSIC,Henry Schein,Health Care,Health Care Distributors,2021-01-01,2021-12-31,66.49,77.53,0.166,8947108864.0,13.81823,0.0135,850856.0,83.45,60.7,SP500,2021,2021,2021
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,151.01,175.94,0.1651,7305440256.0,11.934845,0.0287,281800.0,208.69,143.93,SP500,2021,2021,2021
APD,Air Products,Materials,Industrial Gases,2021-01-01,2021-12-31,243.25,281.89,0.1588,62986629120.0,20.048187,0.0249,1006815.0,291.68,222.89,SP500,2021,2021,2021
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,2021-01-01,2021-12-31,168.13,194.82,0.1587,175836000000.0,16.434004,0.0155,3359973.0,229.95,166.38,SP500,2021,2021,2021
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2021-01-01,2021-12-31,47.09,54.51,0.1576,261957000000.0,20.452848,0.031400003,15835411.0,54.64,42.94,SP500,2021,2021,2021
PPL,PPL Corporation,Utilities,Electric Utilities,2021-01-01,2021-12-31,23.49,27.11,0.1542,23415787520.0,17.381538,0.0319,4716513.0,27.19,22.27,SP500,2021,2021,2021
CRM,Salesforce,Information Technology,Application Software,2021-01-01,2021-12-31,219.09,252.72,0.1535,316317000000.0,29.439533,0.0048,6162379.0,310.02,200.39,SP500,2021,2021,2021
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,2021-01-01,2021-12-31,63.0,72.66,0.1533,135888000000.0,26.27078,0.0125,6478884.0,73.63,57.88,SP500,2021,2021,2021
SBUX,Starbucks,Consumer Discretionary,Restaurants,2021-01-01,2021-12-31,95.15,109.74,0.1533,105591000000.0,24.930866,0.026400002,6095755.0,117.54,88.52,SP500,2021,2021,2021
NFLX,Netflix,Communication Services,Movies & Entertainment,2021-01-01,2021-12-31,522.86,602.44,0.1522,376928000000.0,36.79448,0.0116,3914700.0,700.99,478.54,SP500,2021,2021,2021
ATO,Atmos Energy,Utilities,Gas Utilities,2021-01-01,2021-12-31,85.27,97.57,0.1443,21216655360.0,17.670715,0.023699999,877741.0,98.06,77.22,SP500,2021,2021,2021
HAS,Hasbro,Consumer Discretionary,Leisure Products,2021-01-01,2021-12-31,79.21,90.16,0.1382,7936211456.0,12.86487,0.0493,784964.0,91.64,75.69,SP500,2021,2021,2021
CI,Cigna,Health Care,Health Care Services,2021-01-01,2021-12-31,192.07,218.25,0.1363,77788266496.0,8.867423,0.02,1885556.0,255.79,178.22,SP500,2021,2021,2021
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,2021-01-01,2021-12-31,197.84,224.39,0.1343,38550605824.0,37.267387,0.0056,902522.0,226.89,155.82,SP500,2021,2021,2021
HUM,Humana,Health Care,Managed Health Care,2021-01-01,2021-12-31,399.23,452.2,0.1327,31823423488.0,15.23772,0.0135,861913.0,461.26,358.58,SP500,2021,2021,2021
GE,GE Aerospace,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,51.3,58.04,0.1314,186641000000.0,32.726498,0.0065,13529082.0,71.32,50.96,SP500,2021,2021,2021
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,2021-01-01,2021-12-31,74.99,84.83,0.1313,37638000640.0,15.275672,0.015700001,3103536.0,86.13,62.91,SP500,2021,2021,2021
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,2021-01-01,2021-12-31,199.79,226.03,0.1313,16681387008.0,12.705639,0.0297,1912926.0,229.07,165.29,SP500,2021,2021,2021
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,2021-01-01,2021-12-31,151.68,171.58,0.1312,12741654528.0,14.99037,0.040599998,1157116.0,202.29,150.17,SP500,2021,2021,2021
AEP,American Electric Power,Utilities,Electric Utilities,2021-01-01,2021-12-31,70.26,79.42,0.1303,48101269504.0,15.407474,0.0404,2809563.0,80.91,65.05,SP500,2021,2021,2021
SYK,Stryker Corporation,Health Care,Health Care Equipment,2021-01-01,2021-12-31,229.1,258.89,0.13,137756000000.0,26.76243,0.0093,1178476.0,270.85,211.73,SP500,2021,2021,2021
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,2021-01-01,2021-12-31,89.81,101.34,0.1284,140354000000.0,16.760136,0.0202,2753384.0,104.45,82.33,SP500,2021,2021,2021
VTR,Ventas,Real Estate,Health Care REITs,2021-01-01,2021-12-31,40.62,45.77,0.1269,23870177280.0,123.695656,0.0309,2212908.0,53.79,39.34,SP500,2021,2021,2021
CMS,CMS Energy,Utilities,Multi-Utilities,2021-01-01,2021-12-31,53.1,59.63,0.1229,19546513408.0,18.24841,0.0309,1858462.0,60.18,47.75,SP500,2021,2021,2021
ANSS,Ansys,Information Technology,Application Software,2021-01-01,2021-12-31,357.67,401.12,0.1215,29614942208.0,30.320963,0.015000000500000001,393603.0,413.89,292.79,SP500,2021,2021,2021
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,2021-01-01,2021-12-31,141.06,158.07,0.1206,345879000000.0,13.504419,0.0344,7137174.0,164.26,137.37,SP500,2021,2021,2021
ALL,Allstate,Financials,Property & Casualty Insurance,2021-01-01,2021-12-31,97.88,109.38,0.1175,49229529088.0,9.680105,0.019199999,1853171.0,127.97,92.87,SP500,2021,2021,2021
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,2021-01-01,2021-12-31,67.74,75.39,0.113,26548535296.0,18.384243,0.0042,2288933.0,78.86,63.58,SP500,2021,2021,2021
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,2021-01-01,2021-12-31,105.24,117.04,0.1121,14029700096.0,13.761063,0.015000000500000001,1502276.0,124.91,92.64,SP500,2021,2021,2021
SYY,Sysco,Consumer Staples,Food Distributors,2021-01-01,2021-12-31,64.89,72.16,0.1121,36714229760.0,15.131453,0.027,2347392.0,78.74,62.52,SP500,2021,2021,2021
BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-01-01,2021-12-31,2145.06,2378.14,0.1087,162498000000.0,23.414164,0.0071,347187.0,2663.67,1844.38,SP500,2021,2021,2021
KMB,Kimberly-Clark,Consumer Staples,Household Products,2021-01-01,2021-12-31,115.64,128.18,0.1084,42059128832.0,16.535297,0.0376,2069045.0,128.5,110.98,SP500,2021,2021,2021
ES,Eversource Energy,Utilities,Electric Utilities,2021-01-01,2021-12-31,73.13,80.99,0.1075,20602783744.0,11.742693,0.0499,1459612.0,81.42,66.82,SP500,2021,2021,2021
WEC,WEC Energy Group,Utilities,Electric Utilities,2021-01-01,2021-12-31,79.75,88.23,0.1064,29142530048.0,17.613497,0.0381,1186526.0,89.81,71.64,SP500,2021,2021,2021
SRE,Sempra,Utilities,Multi-Utilities,2021-01-01,2021-12-31,54.51,60.24,0.1052,53528547328.0,16.38626,0.028299998,2996262.0,64.36,50.49,SP500,2021,2021,2021
ECL,Ecolab,Materials,Specialty Chemicals,2021-01-01,2021-12-31,205.0,226.38,0.1043,65518022656.0,30.891527,0.0112,982624.0,230.06,192.41,SP500,2021,2021,2021
D,Dominion Energy,Utilities,Multi-Utilities,2021-01-01,2021-12-31,62.84,69.14,0.1003,45074935808.0,15.864615,0.048800003,3473201.0,69.79,57.99,SP500,2021,2021,2021
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",2021-01-01,2021-12-31,356.4,391.45,0.0983,48142434304.0,25.95127,0.015200000500000001,1143288.0,485.83,269.28,SP500,2021,2021,2021
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,2021-01-01,2021-12-31,9.63,10.58,0.0982,13629556736.0,11.847924,0.0547,6117437.0,11.16,8.84,SP500,2021,2021,2021
DOW,Dow Inc.,Materials,Commodity Chemicals,2021-01-01,2021-12-31,44.95,49.31,0.097,27828658176.0,12.395071,0.071100004,4798930.0,60.44,42.7,SP500,2021,2021,2021
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,29.12,31.84,0.0934,36335558656.0,9.785213,0.0523,6182155.0,38.63,26.88,SP500,2021,2021,2021
GLW,Corning Inc.,Information Technology,Electronic Components,2021-01-01,2021-12-31,31.2,34.07,0.092,41389146112.0,20.92233,0.023599999,4386241.0,42.09,31.1,SP500,2021,2021,2021
K,Kellanova,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,50.39,54.82,0.088,27996370944.0,20.70497,0.028099999,2680802.0,56.81,46.42,SP500,2021,2021,2021
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-01-01,2021-12-31,70.39,76.54,0.0874,61413740544.0,15.78684,0.0096,4329585.0,98.78,63.9,SP500,2021,2021,2021
BAX,Baxter International,Health Care,Health Care Equipment,2021-01-01,2021-12-31,73.68,80.05,0.0864,15144040448.0,11.953604,0.0231,2774750.0,81.6,67.68,SP500,2021,2021,2021
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,2021-01-01,2021-12-31,60.17,65.34,0.086,47563939840.0,12.3461685,0.0396,3025125.0,83.03,56.29,SP500,2021,2021,2021
TDG,TransDigm Group,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,522.02,565.2,0.0827,70362218496.0,28.653147,0.0143,270113.0,611.17,459.58,SP500,2021,2021,2021
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",2021-01-01,2021-12-31,85.91,92.86,0.0809,16120972288.0,15.249248,0.0148,1916859.0,94.41,74.87,SP500,2021,2021,2021
LYB,LyondellBasell,Materials,Specialty Chemicals,2021-01-01,2021-12-31,70.88,76.45,0.0785,23986550784.0,9.362605,0.073699996,1857472.0,95.42,66.73,SP500,2021,2021,2021
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,41.64,44.84,0.0768,16843718656.0,16.955149,0.0365,2225646.0,45.98,36.98,SP500,2021,2021,2021
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,2021-01-01,2021-12-31,48.24,51.89,0.0757,56226037760.0,13.504851,0.0126,2948545.0,58.76,44.89,SP500,2021,2021,2021
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,2021-01-01,2021-12-31,20.52,21.98,0.0713,9250461696.0,6.347766,0.052399997,5601551.0,25.84,20.15,SP500,2021,2021,2021
MMM,3M,Industrials,Industrial Conglomerates,2021-01-01,2021-12-31,122.43,130.55,0.0663,70950584320.0,16.439112,0.0216,2894395.0,150.07,116.38,SP500,2021,2021,2021
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,2021-01-01,2021-12-31,151.62,161.49,0.065,12376085504.0,26.969318,0.0127,509443.0,173.05,135.37,SP500,2021,2021,2021
INTC,Intel,Information Technology,Semiconductors,2021-01-01,2021-12-31,44.9,47.76,0.0637,85699313664.0,20.328405,0.0224,28743400.0,62.29,44.09,SP500,2021,2021,2021
LMT,Lockheed Martin,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,311.19,330.63,0.0625,110458000000.0,16.805164,0.0274,1498529.0,362.49,288.77,SP500,2021,2021,2021
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,2021-01-01,2021-12-31,172.24,182.94,0.0621,9643937792.0,18.525679,0.015000000500000001,2844652.0,282.46,108.88,SP500,2021,2021,2021
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,2021-01-01,2021-12-31,38.82,41.19,0.0611,18586327040.0,17.928654,0.035,2948752.0,53.23,37.21,SP500,2021,2021,2021
XEL,Xcel Energy,Utilities,Multi-Utilities,2021-01-01,2021-12-31,58.33,61.84,0.0601,37406121984.0,17.033316,0.0328,2947579.0,65.28,50.84,SP500,2021,2021,2021
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,2021-01-01,2021-12-31,45.3,48.02,0.06,50444611584.0,27.650139,0.031400003,4030855.0,49.94,40.46,SP500,2021,2021,2021
PODD,Insulet Corporation,Health Care,Health Care Equipment,2021-01-01,2021-12-31,251.62,266.07,0.0574,18827565056.0,68.279465,0.0135,433263.0,324.81,218.28,SP500,2021,2021,2021
UAL,United Airlines Holdings,Industrials,Passenger Airlines,2021-01-01,2021-12-31,41.63,43.78,0.0516,32417306624.0,7.891294,0.0143,13432543.0,63.7,38.88,SP500,2021,2021,2021
HOLX,Hologic,Health Care,Health Care Equipment,2021-01-01,2021-12-31,73.12,76.56,0.047,16741436416.0,15.640204,0.0135,1930568.0,85.0,60.1,SP500,2021,2021,2021
AMZN,Amazon,Consumer Discretionary,Broadline Retail,2021-01-01,2021-12-31,159.33,166.72,0.0464,2393320000000.0,36.875866,0.015200000500000001,67763341.0,188.65,144.05,SP500,2021,2021,2021
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,86.98,90.83,0.0443,19896195072.0,23.709003,0.023699999,1275452.0,91.43,72.91,SP500,2021,2021,2021
SWKS,Skyworks Solutions,Information Technology,Semiconductors,2021-01-01,2021-12-31,139.12,144.96,0.042,14537617408.0,11.813469,0.0335,1877833.0,188.8,132.69,SP500,2021,2021,2021
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,2021-01-01,2021-12-31,52.87,54.97,0.0397,114957000000.0,8.005209,0.0438,11184449.0,61.0,46.92,SP500,2021,2021,2021
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,2021-01-01,2021-12-31,81.78,84.86,0.0377,27985543168.0,24.436108,0.015000000500000001,1318111.0,93.75,65.7,SP500,2021,2021,2021
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,2021-01-01,2021-12-31,85.54,88.71,0.0371,18123485184.0,12.7748,0.0404,2579776.0,123.12,81.66,SP500,2021,2021,2021
CL,Colgate-Palmolive,Consumer Staples,Household Products,2021-01-01,2021-12-31,76.78,79.47,0.0351,71521140736.0,22.744278,0.0222,4293836.0,79.53,67.88,SP500,2021,2021,2021
C,Citigroup,Financials,Diversified Banks,2021-01-01,2021-12-31,51.7,53.5,0.0348,137570000000.0,9.98216,0.0315,20006384.0,70.1,49.77,SP500,2021,2021,2021
FDX,FedEx,Industrials,Air Freight & Logistics,2021-01-01,2021-12-31,235.43,243.15,0.0328,65985949696.0,12.053419,0.02,2463668.0,298.24,202.76,SP500,2021,2021,2021
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,2021-01-01,2021-12-31,119.9,123.69,0.0317,20392896512.0,20.004847,0.0221,632736.0,139.55,113.03,SP500,2021,2021,2021
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,2021-01-01,2021-12-31,41.21,42.47,0.0307,11534419968.0,9.372812,0.0318,1956878.0,55.5,38.61,SP500,2021,2021,2021
MRK,Merck & Co.,Health Care,Pharmaceuticals,2021-01-01,2021-12-31,68.39,70.31,0.0281,252256000000.0,10.488022,0.0327,12899511.0,83.07,60.59,SP500,2021,2021,2021
MA,Mastercard,Financials,Transaction & Payment Processing Services,2021-01-01,2021-12-31,343.64,353.02,0.0273,469865000000.0,31.263319,0.0058,4062901.0,393.5,300.63,SP500,2021,2021,2021
PTC,PTC Inc.,Information Technology,Application Software,2021-01-01,2021-12-31,118.18,121.15,0.0251,22245400576.0,26.758686,0.015000000500000001,819085.0,153.73,105.49,SP500,2021,2021,2021
AMGN,Amgen,Health Care,Biotechnology,2021-01-01,2021-12-31,201.54,206.23,0.0233,139001000000.0,12.52048,0.0364,2658010.0,246.03,182.09,SP500,2021,2021,2021
GL,Globe Life,Financials,Life & Health Insurance,2021-01-01,2021-12-31,89.35,91.38,0.0227,9334694912.0,8.198172,0.0086,428881.0,105.06,83.12,SP500,2021,2021,2021
CRWD,CrowdStrike,Information Technology,Systems Software,2021-01-01,2021-12-31,200.49,204.75,0.0212,90238500864.0,83.4267,0.015000000500000001,3724020.0,298.48,168.67,SP500,2021,2021,2021
HON,Honeywell,Industrials,Industrial Conglomerates,2021-01-01,2021-12-31,192.83,196.66,0.0198,144186000000.0,20.119955,0.02,2710653.0,221.55,180.41,SP500,2021,2021,2021
DAY,Dayforce,Industrials,Human Resource & Employment Services,2021-01-01,2021-12-31,102.53,104.46,0.0188,11628797952.0,33.143806,0.0143,1043497.0,130.37,78.2,SP500,2021,2021,2021
NEM,Newmont,Materials,Gold,2021-01-01,2021-12-31,55.17,56.19,0.0186,43022028800.0,9.916527,0.026199998,6515194.0,66.44,47.19,SP500,2021,2021,2021
BDX,Becton Dickinson,Health Care,Health Care Equipment,2021-01-01,2021-12-31,230.54,234.42,0.0169,66904846336.0,14.756271,0.0175,1398491.0,245.87,217.78,SP500,2021,2021,2021
CMCSA,Comcast,Communication Services,Cable & Satellite,2021-01-01,2021-12-31,45.59,46.24,0.0144,143457000000.0,8.571808,0.032899998,17367271.0,56.53,42.53,SP500,2021,2021,2021
DAL,Delta Air Lines,Industrials,Passenger Airlines,2021-01-01,2021-12-31,38.13,38.48,0.009,38742671360.0,8.133055,0.010199999,12529567.0,51.47,32.88,SP500,2021,2021,2021
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,2021-01-01,2021-12-31,200.97,202.71,0.0087,49116643328.0,16.151005,0.020499999,1027364.0,252.97,188.99,SP500,2021,2021,2021
CAH,Cardinal Health,Health Care,Health Care Distributors,2021-01-01,2021-12-31,47.5,47.87,0.0079,28951656448.0,13.754211,0.017,2584381.0,56.5,42.23,SP500,2021,2021,2021
CHTR,Charter Communications,Communication Services,Cable & Satellite,2021-01-01,2021-12-31,647.03,651.97,0.0076,49700413440.0,9.686088,0.0116,1001996.0,825.62,585.45,SP500,2021,2021,2021
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,2021-01-01,2021-12-31,46.07,46.22,0.0031,734493000000.0,33.175133,0.0099,24977269.0,48.54,39.7,SP500,2021,2021,2021
V,Visa Inc.,Financials,Transaction & Payment Processing Services,2021-01-01,2021-12-31,211.9,212.17,0.0013,606193000000.0,24.719727,0.0075,8735264.0,246.61,186.12,SP500,2021,2021,2021
PCG,PG&E Corporation,Utilities,Multi-Utilities,2021-01-01,2021-12-31,12.17,12.1,-0.0057,43563106304.0,13.337095,0.0049,15175102.0,12.62,8.21,SP500,2021,2021,2021
BA,Boeing,Industrials,Aerospace & Defense,2021-01-01,2021-12-31,202.72,201.32,-0.0069,127773000000.0,244.43236,0.0143,12159825.0,278.57,185.26,SP500,2021,2021,2021
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,2021-01-01,2021-12-31,101.75,100.7,-0.0103,6200603648.0,10.712799,0.0478,922392.0,111.23,79.18,SP500,2021,2021,2021
BIIB,Biogen,Health Care,Biotechnology,2021-01-01,2021-12-31,242.95,239.92,-0.0125,22334353408.0,9.235303,0.0135,1405359.0,468.55,221.72,SP500,2021,2021,2021
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-01-01,2021-12-31,20.38,20.12,-0.0128,31562039296.0,11.878038,0.015200000500000001,35838268.0,31.52,16.32,SP500,2021,2021,2021
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,2021-01-01,2021-12-31,111.94,110.35,-0.0143,51122495488.0,22.959772,0.010299999,1939496.0,128.64,100.05,SP500,2021,2021,2021
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,30.71,30.16,-0.0181,12835134464.0,10.419371,0.0512,3583963.0,33.87,26.88,SP500,2021,2021,2021
DVA,DaVita,Health Care,Health Care Services,2021-01-01,2021-12-31,116.5,113.76,-0.0235,12429096960.0,13.305399,0.0135,725393.0,136.48,94.38,SP500,2021,2021,2021
PAYC,Paycom,Industrials,Human Resource & Employment Services,2021-01-01,2021-12-31,422.93,410.53,-0.0293,11937763328.0,23.748564,0.0074,373217.0,552.7,299.05,SP500,2021,2021,2021
UHS,Universal Health Services,Health Care,Health Care Facilities,2021-01-01,2021-12-31,132.44,127.66,-0.0361,11943731200.0,9.969506,0.0045,642601.0,161.99,114.44,SP500,2021,2021,2021
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,2021-01-01,2021-12-31,229.43,219.6,-0.0428,103653000000.0,21.516878,0.0135,1965230.0,242.99,176.36,SP500,2021,2021,2021
LUV,Southwest Airlines,Industrials,Passenger Airlines,2021-01-01,2021-12-31,42.82,40.73,-0.0488,20289103872.0,20.824999,0.0214,7566880.0,61.56,36.75,SP500,2021,2021,2021
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,2021-01-01,2021-12-31,136.63,129.82,-0.0498,38095151104.0,17.093807,0.0052,2546391.0,147.2,118.03,SP500,2021,2021,2021
ADSK,Autodesk,Information Technology,Application Software,2021-01-01,2021-12-31,296.84,281.19,-0.0527,63038537728.0,31.633307,0.015000000500000001,1352167.0,344.39,245.05,SP500,2021,2021,2021
PNW,Pinnacle West,Utilities,Multi-Utilities,2021-01-01,2021-12-31,65.95,61.49,-0.0677,9447332864.0,18.17446,0.0425,1018311.0,75.39,53.98,SP500,2021,2021,2021
FI,Fiserv,Financials,Transaction & Payment Processing Services,2021-01-01,2021-12-31,111.92,103.79,-0.0726,116987000000.0,20.158401,0.019,4397344.0,127.34,92.06,SP500,2021,2021,2021
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,2021-01-01,2021-12-31,42.33,39.14,-0.0753,12073414656.0,12.138578,0.0325,2530944.0,47.26,35.75,SP500,2021,2021,2021
VZ,Verizon,Communication Services,Integrated Telecommunication Services,2021-01-01,2021-12-31,46.62,43.03,-0.0771,166743000000.0,8.3775015,0.0673,18362441.0,48.43,41.15,SP500,2021,2021,2021
T,AT&T,Communication Services,Integrated Telecommunication Services,2021-01-01,2021-12-31,16.6,15.26,-0.0807,162162000000.0,10.357898,0.049000002,57698434.0,20.0,13.66,SP500,2021,2021,2021
MDT,Medtronic,Health Care,Health Care Equipment,2021-01-01,2021-12-31,103.94,94.68,-0.0892,102378000000.0,13.672871,0.032,4890536.0,122.97,89.47,SP500,2021,2021,2021
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,2021-01-01,2021-12-31,36.47,33.0,-0.0951,22108524544.0,40.80374,0.0143,1407931.0,39.89,30.05,SP500,2021,2021,2021
CLX,Clorox,Consumer Staples,Household Products,2021-01-01,2021-12-31,177.59,158.33,-0.1085,19506647040.0,21.630013,0.03,1456808.0,205.84,140.85,SP500,2021,2021,2021
CSGP,CoStar Group,Real Estate,Real Estate Services,2021-01-01,2021-12-31,89.53,79.03,-0.1172,29193250816.0,62.912468,0.038599998,2269998.0,101.05,74.31,SP500,2021,2021,2021
MTCH,Match Group,Communication Services,Interactive Media & Services,2021-01-01,2021-12-31,149.92,132.25,-0.1179,8381417984.0,9.919173,0.0233,2860605.0,182.0,118.51,SP500,2021,2021,2021
LDOS,Leidos,Industrials,Diversified Support Services,2021-01-01,2021-12-31,96.95,85.36,-0.1195,19780108288.0,14.002224,0.0109,783904.0,107.65,79.46,SP500,2021,2021,2021
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,2021-01-01,2021-12-31,201.85,177.72,-0.1195,33189990400.0,24.010021,0.0116,1295742.0,214.91,144.58,SP500,2021,2021,2021
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,2021-01-01,2021-12-31,130.41,114.21,-0.1242,246465000000.0,19.607752,0.0161,4631524.0,147.9,105.07,SP500,2021,2021,2021
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2021-01-01,2021-12-31,23.73,20.74,-0.126,11274113024.0,12.175027,0.015200000500000001,18398709.0,34.49,17.78,SP500,2021,2021,2021
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,2021-01-01,2021-12-31,175.51,153.0,-0.1283,201105000000.0,18.312695,0.0082,10247796.0,200.54,140.31,SP500,2021,2021,2021
