Symbol,Company Name,Sector,Industry,Start Date,Last Update,Start Price,Current Price,YTD Change,Market Cap,P/E Ratio,Dividend Yield,Average Volume,Year High,Year Low,Index,Year,Start Year,Last Update Year
AMZN,Amazon,Retailing,Retailing,2015-01-01,2015-12-31,15.43,33.79,1.1907,2300000000000.0,35.470116,0.0099,75960476.0,34.82,14.26,DOW30,2015,2015,2015
NVDA,Nvidia,Information technology,Information technology,2015-01-01,2015-12-31,0.48,0.8,0.6645,3330000000000.0,30.564445,0.0003,310268111.0,0.83,0.45,DOW30,2015,2015,2015
NKE,Nike,Clothing industry,Clothing industry,2015-01-01,2015-12-31,42.35,56.3,0.3294,105310000000.0,28.073051,0.0208,7610102.0,61.43,40.42,DOW30,2015,2015,2015
CRM,Salesforce,Information technology,Information technology,2015-01-01,2015-12-31,58.91,77.96,0.3234,304180000000.0,28.306879,0.0048,4153068.0,82.44,54.64,DOW30,2015,2015,2015
MCD,McDonald's,Food industry,Food industry,2015-01-01,2015-12-31,72.32,94.77,0.3104,202310000000.0,22.473152,0.0251,6505149.0,96.45,68.84,DOW30,2015,2015,2015
HD,Home Depot,Home Improvement,Home Improvement,2015-01-01,2015-12-31,81.89,106.82,0.3044,387300000000.0,24.768005,0.0231,5113994.0,108.94,73.74,DOW30,2015,2015,2015
MSFT,Microsoft,Information technology,Information technology,2015-01-01,2015-12-31,40.15,48.94,0.2188,3110000000000.0,27.908827,0.0079,35950221.0,50.15,34.55,DOW30,2015,2015,2015
UNH,UnitedHealth Group,Managed health care,Managed health care,2015-01-01,2015-12-31,86.56,102.69,0.1864,479180000000.0,17.429987,0.0161,4220439.0,109.51,82.22,DOW30,2015,2015,2015
V,Visa,Financial services,Financial services,2015-01-01,2015-12-31,61.78,72.82,0.1787,595870000000.0,24.329227,0.0077,8896680.0,76.06,56.24,DOW30,2015,2015,2015
BA,Boeing,Aerospace and defense,Aerospace and defense,2015-01-01,2015-12-31,113.66,129.67,0.1409,128690000000.0,246.17851,0.021744379552773137,3914341.0,139.78,102.63,DOW30,2015,2015,2015
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2015-01-01,2015-12-31,86.31,97.93,0.1346,196760000000.0,17.8438,0.0082,8341311.0,113.05,82.91,DOW30,2015,2015,2015
TRV,Travelers,Insurance,Insurance,2015-01-01,2015-12-31,84.12,92.13,0.0952,52770000000.0,10.948909,0.0181,1974271.0,94.57,76.82,DOW30,2015,2015,2015
JPM,JPMorgan Chase,Financial services,Financial services,2015-01-01,2015-12-31,47.46,51.18,0.0783,675320000000.0,13.826802,0.0208,15871202.0,54.34,38.53,DOW30,2015,2015,2015
HON,Honeywell,Conglomerate,Conglomerate,2015-01-01,2015-12-31,77.71,81.97,0.0547,141880000000.0,19.8762,0.0207,3232267.0,84.1,68.45,DOW30,2015,2015,2015
KO,Coca-Cola,Drink industry,Drink industry,2015-01-01,2015-12-31,30.66,32.3,0.0534,263079999999.99997,20.564297,0.0318,14372063.0,33.01,27.04,DOW30,2015,2015,2015
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2015-01-01,2015-12-31,120.23,124.51,0.0357,140960000000.0,12.641423,0.0363,3544912.0,138.11,99.28,DOW30,2015,2015,2015
VZ,Verizon,Telecommunications industry,Telecommunications industry,2015-01-01,2015-12-31,27.91,28.81,0.0322,159170000000.0,7.9983416,0.0717,15139833.0,30.93,23.42,DOW30,2015,2015,2015
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2015-01-01,2015-12-31,79.31,80.26,0.0119,342030000000.0,13.356336,0.0349,8244732.0,82.42,63.44,DOW30,2015,2015,2015
CSCO,Cisco,Information technology,Information technology,2015-01-01,2015-12-31,20.19,20.33,0.0069,233950000000.0,14.924881,0.0272,27094164.0,22.16,17.1,DOW30,2015,2015,2015
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2015-01-01,2015-12-31,79.63,79.53,-0.0012,83150000000.0,26.028986,0.0087,2326709.0,89.73,66.7,DOW30,2015,2015,2015
AAPL,Apple,Information technology,Information technology,2015-01-01,2015-12-31,24.35,23.84,-0.0208,3580000000000.0,28.520203,0.0042,207397617.0,30.08,20.75,DOW30,2015,2015,2015
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2015-01-01,2015-12-31,40.23,38.39,-0.0456,251070000000.0,10.438589,0.0326,11694978.0,44.75,32.64,DOW30,2015,2015,2015
MMM,3M,Conglomerate,Conglomerate,2015-01-01,2015-12-31,97.92,92.28,-0.0576,71450000000.0,16.555193,0.0213,2951777.0,102.4,81.55,DOW30,2015,2015,2015
GS,Goldman Sachs,Financial services,Financial services,2015-01-01,2015-12-31,159.57,149.88,-0.0607,175790000000.0,12.881043,0.0214,2790862.0,180.68,138.81,DOW30,2015,2015,2015
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2015-01-01,2015-12-31,68.28,61.91,-0.0932,373420000000.0,21.426882,0.0254,8828651.0,69.71,50.24,DOW30,2015,2015,2015
IBM,IBM,Information technology,Information technology,2015-01-01,2015-12-31,100.66,88.27,-0.1231,203190000000.0,20.448004,0.0304,4589045.0,110.27,84.44,DOW30,2015,2015,2015
CVX,Chevron,Petroleum industry,Petroleum industry,2015-01-01,2015-12-31,73.46,61.37,-0.1647,273040000000.00003,13.389992,0.0426,9252181.0,74.42,46.89,DOW30,2015,2015,2015
CAT,Caterpillar,Construction and mining,Construction and mining,2015-01-01,2015-12-31,70.37,53.99,-0.2327,169460000000.0,15.838371,0.0161,6238179.0,70.74,49.49,DOW30,2015,2015,2015
AXP,American Express,Financial services,Financial services,2015-01-01,2015-12-31,80.13,60.75,-0.2419,206610000000.0,19.319094,0.0095,6369389.0,80.93,59.02,DOW30,2015,2015,2015
WMT,Walmart,Retailing,Retailing,2015-01-01,2015-12-31,23.44,17.19,-0.2665,747110000000.0,33.75105,0.0099,27127936.0,24.83,15.66,DOW30,2015,2015,2015
NVDA,Nvidia,Information technology,Information technology,2016-01-01,2016-12-30,0.79,2.63,2.3292,3330000000000.0,30.564445,0.0003,442851603.0,2.95,0.6,DOW30,2016,2016,2016
CAT,Caterpillar,Construction and mining,Construction and mining,2016-01-01,2016-12-30,54.02,76.73,0.4204,169460000000.0,15.838371,0.0161,5463100.0,80.59,45.34,DOW30,2016,2016,2016
UNH,UnitedHealth Group,Managed health care,Managed health care,2016-01-01,2016-12-30,101.66,142.13,0.3981,479180000000.0,17.429987,0.0161,3487303.0,145.65,93.85,DOW30,2016,2016,2016
JPM,JPMorgan Chase,Financial services,Financial services,2016-01-01,2016-12-30,49.65,68.86,0.387,675320000000.0,13.826802,0.0208,17055612.0,69.74,40.97,DOW30,2016,2016,2016
CVX,Chevron,Petroleum industry,Petroleum industry,2016-01-01,2016-12-30,60.61,83.86,0.3837,273040000000.00003,13.389992,0.0426,8054686.0,84.79,51.39,DOW30,2016,2016,2016
GS,Goldman Sachs,Financial services,Financial services,2016-01-01,2016-12-30,147.31,202.22,0.3728,175790000000.0,12.881043,0.0214,3744333.0,207.39,115.63,DOW30,2016,2016,2016
IBM,IBM,Information technology,Information technology,2016-01-01,2016-12-30,87.2,110.52,0.2675,203190000000.0,20.448004,0.0304,4228022.0,113.16,75.69,DOW30,2016,2016,2016
MMM,3M,Conglomerate,Conglomerate,2016-01-01,2016-12-30,89.94,112.32,0.2488,71450000000.0,16.555193,0.0213,2466462.0,113.54,82.48,DOW30,2016,2016,2016
VZ,Verizon,Telecommunications industry,Telecommunications industry,2016-01-01,2016-12-30,28.59,34.77,0.2162,159170000000.0,7.9983416,0.0717,14529348.0,36.31,27.63,DOW30,2016,2016,2016
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2016-01-01,2016-12-30,78.51,92.56,0.179,342030000000.0,13.356336,0.0349,7551629.0,99.92,73.66,DOW30,2016,2016,2016
AMZN,Amazon,Retailing,Retailing,2016-01-01,2016-12-30,31.85,37.49,0.1772,2300000000000.0,35.470116,0.0099,82440976.0,42.36,23.7,DOW30,2016,2016,2016
CSCO,Cisco,Information technology,Information technology,2016-01-01,2016-12-30,19.92,23.41,0.1749,233950000000.0,14.924881,0.0272,24814713.0,24.7,16.94,DOW30,2016,2016,2016
MSFT,Microsoft,Information technology,Information technology,2016-01-01,2016-12-30,48.34,56.32,0.1651,3110000000000.0,27.908827,0.0079,31030661.0,58.09,42.51,DOW30,2016,2016,2016
HON,Honeywell,Conglomerate,Conglomerate,2016-01-01,2016-12-30,81.17,94.21,0.1606,141880000000.0,19.8762,0.0207,3507332.0,96.47,74.16,DOW30,2016,2016,2016
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2016-01-01,2016-12-30,38.15,44.17,0.158,251070000000.0,10.438589,0.0326,10672921.0,48.74,34.87,DOW30,2016,2016,2016
WMT,Walmart,Retailing,Retailing,2016-01-01,2016-12-30,17.24,19.95,0.1573,747110000000.0,33.75105,0.0099,28116755.0,21.55,16.88,DOW30,2016,2016,2016
BA,Boeing,Aerospace and defense,Aerospace and defense,2016-01-01,2016-12-30,126.01,144.34,0.1455,128690000000.0,246.17851,0.021744379552773137,4386245.0,148.41,92.41,DOW30,2016,2016,2016
TRV,Travelers,Insurance,Insurance,2016-01-01,2016-12-30,89.77,102.24,0.1389,52770000000.0,10.948909,0.0181,1688206.0,102.8,82.64,DOW30,2016,2016,2016
AAPL,Apple,Information technology,Information technology,2016-01-01,2016-12-30,23.86,26.82,0.1238,3580000000000.0,28.520203,0.0042,153690123.0,27.34,20.5,DOW30,2016,2016,2016
AXP,American Express,Financial services,Financial services,2016-01-01,2016-12-30,59.04,65.96,0.1173,206610000000.0,19.319094,0.0095,5556397.0,67.44,44.1,DOW30,2016,2016,2016
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2016-01-01,2016-12-30,61.1,67.71,0.1081,373420000000.0,21.426882,0.0254,12013682.0,72.18,58.06,DOW30,2016,2016,2016
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2016-01-01,2016-12-30,78.05,83.34,0.0678,83150000000.0,26.028986,0.0087,2524528.0,96.32,71.98,DOW30,2016,2016,2016
MCD,McDonald's,Food industry,Food industry,2016-01-01,2016-12-30,94.32,100.65,0.0671,202310000000.0,22.473152,0.0251,5503292.0,106.66,90.41,DOW30,2016,2016,2016
HD,Home Depot,Home Improvement,Home Improvement,2016-01-01,2016-12-30,105.87,110.6,0.0447,387300000000.0,24.768005,0.0231,5136718.0,113.47,88.54,DOW30,2016,2016,2016
V,Visa,Financial services,Financial services,2016-01-01,2016-12-30,71.08,73.81,0.0385,595870000000.0,24.329227,0.0077,9501258.0,79.27,62.08,DOW30,2016,2016,2016
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2016-01-01,2016-12-30,95.97,98.59,0.0272,196760000000.0,17.8438,0.0082,8126767.0,100.52,80.38,DOW30,2016,2016,2016
KO,Coca-Cola,Drink industry,Drink industry,2016-01-01,2016-12-30,31.88,32.18,0.0096,263079999999.99997,20.564297,0.0318,13372105.0,35.71,30.64,DOW30,2016,2016,2016
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2016-01-01,2016-12-30,121.45,115.1,-0.0523,140960000000.0,12.641423,0.0363,3423898.0,138.29,104.5,DOW30,2016,2016,2016
CRM,Salesforce,Information technology,Information technology,2016-01-01,2016-12-30,76.28,68.08,-0.1075,304180000000.0,28.306879,0.0048,5755302.0,84.01,52.31,DOW30,2016,2016,2016
NKE,Nike,Clothing industry,Clothing industry,2016-01-01,2016-12-30,55.42,46.34,-0.1639,105310000000.0,28.073051,0.0208,9845206.0,59.1,44.52,DOW30,2016,2016,2016
BA,Boeing,Aerospace and defense,Aerospace and defense,2017-01-01,2017-12-29,145.53,281.05,0.9311,128690000000.0,246.17851,0.021744379552773137,3284160.0,285.26,143.9,DOW30,2017,2017,2017
NVDA,Nvidia,Information technology,Information technology,2017-01-01,2017-12-29,2.51,4.79,0.9043,3330000000000.0,30.564445,0.0003,685866406.0,5.4,2.35,DOW30,2017,2017,2017
CAT,Caterpillar,Construction and mining,Construction and mining,2017-01-01,2017-12-29,77.76,134.3,0.7271,169460000000.0,15.838371,0.0161,4335005.0,135.21,75.36,DOW30,2017,2017,2017
AMZN,Amazon,Retailing,Retailing,2017-01-01,2017-12-29,37.68,58.47,0.5517,2300000000000.0,35.470116,0.0099,70335091.0,60.67,37.38,DOW30,2017,2017,2017
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2017-01-01,2017-12-29,85.14,128.44,0.5086,83150000000.0,26.028986,0.0087,1851603.0,130.23,83.82,DOW30,2017,2017,2017
AAPL,Apple,Information technology,Information technology,2017-01-01,2017-12-29,26.89,39.81,0.4804,3580000000000.0,28.520203,0.0042,108538270.0,41.69,26.57,DOW30,2017,2017,2017
MCD,McDonald's,Food industry,Food industry,2017-01-01,2017-12-29,98.91,146.0,0.476,202310000000.0,22.473152,0.0251,3421550.0,149.1,97.72,DOW30,2017,2017,2017
WMT,Walmart,Retailing,Retailing,2017-01-01,2017-12-29,19.82,29.24,0.4754,747110000000.0,33.75105,0.0099,26710743.0,29.58,18.84,DOW30,2017,2017,2017
CRM,Salesforce,Information technology,Information technology,2017-01-01,2017-12-29,70.15,101.66,0.4492,304180000000.0,28.306879,0.0048,4409569.0,108.58,68.62,DOW30,2017,2017,2017
V,Visa,Financial services,Financial services,2017-01-01,2017-12-29,75.21,108.64,0.4444,595870000000.0,24.329227,0.0077,7678052.0,109.49,74.26,DOW30,2017,2017,2017
HD,Home Depot,Home Improvement,Home Improvement,2017-01-01,2017-12-29,110.79,159.95,0.4437,387300000000.0,24.768005,0.0231,4491718.0,161.6,109.75,DOW30,2017,2017,2017
MSFT,Microsoft,Information technology,Information technology,2017-01-01,2017-12-29,56.71,79.25,0.3974,3110000000000.0,27.908827,0.0079,22436169.0,81.07,56.14,DOW30,2017,2017,2017
UNH,UnitedHealth Group,Managed health care,Managed health care,2017-01-01,2017-12-29,143.39,198.75,0.3861,479180000000.0,17.429987,0.0161,3081366.0,208.95,138.63,DOW30,2017,2017,2017
MMM,3M,Conglomerate,Conglomerate,2017-01-01,2017-12-29,111.99,151.52,0.353,71450000000.0,16.555193,0.0213,2206406.0,157.23,109.16,DOW30,2017,2017,2017
HON,Honeywell,Conglomerate,Conglomerate,2017-01-01,2017-12-29,94.48,127.28,0.3472,141880000000.0,19.8762,0.0207,2847588.0,130.05,93.98,DOW30,2017,2017,2017
AXP,American Express,Financial services,Financial services,2017-01-01,2017-12-29,67.09,89.85,0.3392,206610000000.0,19.319094,0.0095,3569399.0,90.95,66.55,DOW30,2017,2017,2017
CSCO,Cisco,Information technology,Information technology,2017-01-01,2017-12-29,23.65,30.72,0.2989,233950000000.0,14.924881,0.0272,20208953.0,31.28,23.28,DOW30,2017,2017,2017
JPM,JPMorgan Chase,Financial services,Financial services,2017-01-01,2017-12-29,69.61,87.29,0.2539,675320000000.0,13.826802,0.0208,13947196.0,88.53,65.89,DOW30,2017,2017,2017
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2017-01-01,2017-12-29,93.06,115.17,0.2375,342030000000.0,13.356336,0.0349,5859507.0,118.53,88.98,DOW30,2017,2017,2017
NKE,Nike,Clothing industry,Clothing industry,2017-01-01,2017-12-29,47.39,57.78,0.2194,105310000000.0,28.073051,0.0208,9620935.0,60.22,46.36,DOW30,2017,2017,2017
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2017-01-01,2017-12-29,118.66,140.74,0.186,140960000000.0,12.641423,0.0363,3172862.0,153.61,115.82,DOW30,2017,2017,2017
TRV,Travelers,Insurance,Insurance,2017-01-01,2017-12-29,100.97,115.89,0.1478,52770000000.0,10.948909,0.0181,1480445.0,117.3,96.68,DOW30,2017,2017,2017
KO,Coca-Cola,Drink industry,Drink industry,2017-01-01,2017-12-29,32.45,36.81,0.1345,263079999999.99997,20.564297,0.0318,11384552.0,37.79,31.22,DOW30,2017,2017,2017
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2017-01-01,2017-12-29,67.8,76.3,0.1253,373420000000.0,21.426882,0.0254,7301870.0,78.03,67.03,DOW30,2017,2017,2017
CVX,Chevron,Petroleum industry,Petroleum industry,2017-01-01,2017-12-29,83.97,92.74,0.1045,273040000000.00003,13.389992,0.0426,5589161.0,93.49,74.52,DOW30,2017,2017,2017
GS,Goldman Sachs,Financial services,Financial services,2017-01-01,2017-12-29,204.01,217.86,0.0679,175790000000.0,12.881043,0.0214,3239077.0,224.17,178.09,DOW30,2017,2017,2017
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2017-01-01,2017-12-29,100.34,103.28,0.0292,196760000000.0,17.8438,0.0082,7416448.0,109.82,91.68,DOW30,2017,2017,2017
VZ,Verizon,Telecommunications industry,Telecommunications industry,2017-01-01,2017-12-29,35.55,36.15,0.0169,159170000000.0,7.9983416,0.0717,15555252.0,36.67,28.89,DOW30,2017,2017,2017
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2017-01-01,2017-12-29,45.13,43.52,-0.0358,251070000000.0,10.438589,0.0326,10245494.0,50.92,41.12,DOW30,2017,2017,2017
IBM,IBM,Information technology,Information technology,2017-01-01,2017-12-29,111.32,106.12,-0.0468,203190000000.0,20.448004,0.0304,4463904.0,122.67,95.28,DOW30,2017,2017,2017
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2018-01-01,2018-12-31,43.48,60.9,0.4008,251070000000.0,10.438589,0.0326,11879905.0,63.47,41.08,DOW30,2018,2018,2018
CRM,Salesforce,Information technology,Information technology,2018-01-01,2018-12-31,103.83,136.21,0.3118,304180000000.0,28.306879,0.0048,5824572.0,160.29,101.7,DOW30,2018,2018,2018
AMZN,Amazon,Retailing,Retailing,2018-01-01,2018-12-31,59.45,75.1,0.2632,2300000000000.0,35.470116,0.0099,112979888.0,102.53,58.53,DOW30,2018,2018,2018
MSFT,Microsoft,Information technology,Information technology,2018-01-01,2018-12-31,79.63,95.73,0.2022,3110000000000.0,27.908827,0.0079,31590188.0,109.03,77.67,DOW30,2018,2018,2018
NKE,Nike,Clothing industry,Clothing industry,2018-01-01,2018-12-31,58.65,69.26,0.1809,105310000000.0,28.073051,0.0208,7415417.0,80.14,57.36,DOW30,2018,2018,2018
V,Visa,Financial services,Financial services,2018-01-01,2018-12-31,109.1,126.55,0.1599,595870000000.0,24.329227,0.0077,8556381.0,145.11,105.78,DOW30,2018,2018,2018
CSCO,Cisco,Information technology,Information technology,2018-01-01,2018-12-31,31.17,35.82,0.1489,233950000000.0,14.924881,0.0272,24713039.0,40.62,30.19,DOW30,2018,2018,2018
UNH,UnitedHealth Group,Managed health care,Managed health care,2018-01-01,2018-12-31,199.38,227.62,0.1416,479180000000.0,17.429987,0.0161,3296788.0,263.09,187.95,DOW30,2018,2018,2018
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2018-01-01,2018-12-31,143.25,162.18,0.1321,140960000000.0,12.641423,0.0363,3466831.0,174.1,133.17,DOW30,2018,2018,2018
BA,Boeing,Aerospace and defense,Aerospace and defense,2018-01-01,2018-12-31,282.89,313.37,0.1078,128690000000.0,246.17851,0.021744379552773137,4458642.0,381.36,281.51,DOW30,2018,2018,2018
VZ,Verizon,Telecommunications industry,Telecommunications industry,2018-01-01,2018-12-31,36.56,40.22,0.1001,159170000000.0,7.9983416,0.0717,16435064.0,44.06,31.92,DOW30,2018,2018,2018
KO,Coca-Cola,Drink industry,Drink industry,2018-01-01,2018-12-31,36.54,39.31,0.0757,263079999999.99997,20.564297,0.0318,12525482.0,41.93,33.55,DOW30,2018,2018,2018
MCD,McDonald's,Food industry,Food industry,2018-01-01,2018-12-31,146.93,154.43,0.0511,202310000000.0,22.473152,0.0251,4057839.0,164.99,125.34,DOW30,2018,2018,2018
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2018-01-01,2018-12-31,75.28,79.02,0.0497,373420000000.0,21.426882,0.0254,9489360.0,83.31,59.73,DOW30,2018,2018,2018
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2018-01-01,2018-12-31,107.4,107.0,-0.0037,196760000000.0,17.8438,0.0082,8040158.0,116.4,93.84,DOW30,2018,2018,2018
AXP,American Express,Financial services,Financial services,2018-01-01,2018-12-31,89.51,87.49,-0.0226,206610000000.0,19.319094,0.0095,3676847.0,105.15,79.48,DOW30,2018,2018,2018
WMT,Walmart,Retailing,Retailing,2018-01-01,2018-12-31,29.19,28.24,-0.0328,747110000000.0,33.75105,0.0099,28399041.0,32.56,24.42,DOW30,2018,2018,2018
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2018-01-01,2018-12-31,129.58,124.29,-0.0408,83150000000.0,26.028986,0.0087,2162090.0,151.2,112.0,DOW30,2018,2018,2018
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2018-01-01,2018-12-31,114.76,109.26,-0.048,342030000000.0,13.356336,0.0349,7665013.0,126.14,99.13,DOW30,2018,2018,2018
HD,Home Depot,Home Improvement,Home Improvement,2018-01-01,2018-12-31,158.68,148.28,-0.0656,387300000000.0,24.768005,0.0231,4982033.0,184.81,136.43,DOW30,2018,2018,2018
AAPL,Apple,Information technology,Information technology,2018-01-01,2018-12-31,40.52,37.67,-0.0705,3580000000000.0,28.520203,0.0042,136080258.0,55.55,35.0,DOW30,2018,2018,2018
TRV,Travelers,Insurance,Insurance,2018-01-01,2018-12-31,112.77,104.72,-0.0714,52770000000.0,10.948909,0.0181,1648612.0,128.63,97.14,DOW30,2018,2018,2018
JPM,JPMorgan Chase,Financial services,Financial services,2018-01-01,2018-12-31,88.11,81.51,-0.075,675320000000.0,13.826802,0.0208,15176603.0,98.86,76.07,DOW30,2018,2018,2018
HON,Honeywell,Conglomerate,Conglomerate,2018-01-01,2018-12-31,127.57,116.76,-0.0848,141880000000.0,19.8762,0.0207,3122749.0,142.83,109.12,DOW30,2018,2018,2018
CVX,Chevron,Petroleum industry,Petroleum industry,2018-01-01,2018-12-31,94.51,83.7,-0.1144,273040000000.00003,13.389992,0.0426,6682325.0,99.18,77.11,DOW30,2018,2018,2018
MMM,3M,Conglomerate,Conglomerate,2018-01-01,2018-12-31,151.7,125.92,-0.1699,71450000000.0,16.555193,0.0213,3115205.0,167.23,116.88,DOW30,2018,2018,2018
CAT,Caterpillar,Construction and mining,Construction and mining,2018-01-01,2018-12-31,133.84,110.72,-0.1727,169460000000.0,15.838371,0.0161,5504080.0,148.22,97.64,DOW30,2018,2018,2018
IBM,IBM,Information technology,Information technology,2018-01-01,2018-12-31,106.69,82.18,-0.2297,203190000000.0,20.448004,0.0304,5703245.0,118.36,76.59,DOW30,2018,2018,2018
NVDA,Nvidia,Information technology,Information technology,2018-01-01,2018-12-31,4.93,3.31,-0.3285,3330000000000.0,30.564445,0.0003,548086087.0,7.25,3.09,DOW30,2018,2018,2018
GS,Goldman Sachs,Financial services,Financial services,2018-01-01,2018-12-31,218.64,144.82,-0.3376,175790000000.0,12.881043,0.0214,3383131.0,236.09,131.51,DOW30,2018,2018,2018
AAPL,Apple,Information technology,Information technology,2019-01-01,2019-12-31,37.71,71.17,0.8874,3580000000000.0,28.520203,0.0042,112122788.0,71.25,33.91,DOW30,2019,2019,2019
NVDA,Nvidia,Information technology,Information technology,2019-01-01,2019-12-31,3.38,5.86,0.7341,3330000000000.0,30.564445,0.0003,456399666.0,6.02,3.17,DOW30,2019,2019,2019
MSFT,Microsoft,Information technology,Information technology,2019-01-01,2019-12-31,95.31,150.84,0.5826,3110000000000.0,27.908827,0.0079,24580994.0,152.61,91.62,DOW30,2019,2019,2019
SHW,Sherwin-Williams,Speciality chemicals,Speciality chemicals,2019-01-01,2019-12-31,123.9,186.06,0.5017,83150000000.0,26.028986,0.0087,1635517.0,190.35,117.2,DOW30,2019,2019,2019
JPM,JPMorgan Chase,Financial services,Financial services,2019-01-01,2019-12-31,82.92,120.02,0.4475,675320000000.0,13.826802,0.0208,11768765.0,120.61,80.1,DOW30,2019,2019,2019
V,Visa,Financial services,Financial services,2019-01-01,2019-12-31,127.49,181.38,0.4227,595870000000.0,24.329227,0.0077,7559172.0,183.3,122.65,DOW30,2019,2019,2019
PG,Procter & Gamble,Fast-moving consumer goods,Fast-moving consumer goods,2019-01-01,2019-12-31,78.47,110.4,0.4068,373420000000.0,21.426882,0.0254,7569230.0,111.9,77.19,DOW30,2019,2019,2019
NKE,Nike,Clothing industry,Clothing industry,2019-01-01,2019-12-31,69.19,95.65,0.3824,105310000000.0,28.073051,0.0208,6403171.0,96.1,66.53,DOW30,2019,2019,2019
HON,Honeywell,Conglomerate,Conglomerate,2019-01-01,2019-12-31,116.5,159.61,0.37,141880000000.0,19.8762,0.0207,2693576.0,164.31,114.06,DOW30,2019,2019,2019
GS,Goldman Sachs,Financial services,Financial services,2019-01-01,2019-12-31,149.14,203.44,0.3641,175790000000.0,12.881043,0.0214,2578574.0,205.46,141.61,DOW30,2019,2019,2019
DIS,Disney,Broadcasting and entertainment,Broadcasting and entertainment,2019-01-01,2019-12-31,106.34,142.87,0.3435,196760000000.0,17.8438,0.0082,10217799.0,150.64,103.38,DOW30,2019,2019,2019
AXP,American Express,Financial services,Financial services,2019-01-01,2019-12-31,87.83,115.95,0.3202,206610000000.0,19.319094,0.0095,3262663.0,120.0,85.93,DOW30,2019,2019,2019
HD,Home Depot,Home Improvement,Home Improvement,2019-01-01,2019-12-31,148.79,193.59,0.3011,387300000000.0,24.768005,0.0231,4192342.0,210.8,145.16,DOW30,2019,2019,2019
WMT,Walmart,Retailing,Retailing,2019-01-01,2019-12-31,28.29,36.75,0.299,747110000000.0,33.75105,0.0099,18125685.0,38.6,27.78,DOW30,2019,2019,2019
AMGN,Amgen,Biopharmaceutical,Biopharmaceutical,2019-01-01,2019-12-31,159.87,206.94,0.2944,140960000000.0,12.641423,0.0363,2796368.0,210.3,139.61,DOW30,2019,2019,2019
MRK,Merck,Pharmaceutical industry,Pharmaceutical industry,2019-01-01,2019-12-31,60.25,74.47,0.236,251070000000.0,10.438589,0.0326,10215832.0,75.85,57.43,DOW30,2019,2019,2019
UNH,UnitedHealth Group,Managed health care,Managed health care,2019-01-01,2019-12-31,222.48,273.15,0.2278,479180000000.0,17.429987,0.0161,4349676.0,278.74,190.84,DOW30,2019,2019,2019
IBM,IBM,Information technology,Information technology,2019-01-01,2019-12-31,83.29,101.55,0.2192,203190000000.0,20.448004,0.0304,3930309.0,113.19,80.75,DOW30,2019,2019,2019
KO,Coca-Cola,Drink industry,Drink industry,2019-01-01,2019-12-31,38.96,47.4,0.2168,263079999999.99997,20.564297,0.0318,12844082.0,47.49,36.87,DOW30,2019,2019,2019
CAT,Caterpillar,Construction and mining,Construction and mining,2019-01-01,2019-12-31,110.12,132.33,0.2017,169460000000.0,15.838371,0.0161,4082935.0,133.45,99.35,DOW30,2019,2019,2019
AMZN,Amazon,Retailing,Retailing,2019-01-01,2019-12-31,76.96,92.39,0.2006,2300000000000.0,35.470116,0.0099,77353182.0,101.79,73.05,DOW30,2019,2019,2019
CRM,Salesforce,Information technology,Information technology,2019-01-01,2019-12-31,134.8,161.74,0.1999,304180000000.0,28.306879,0.0048,5646915.0,166.63,129.38,DOW30,2019,2019,2019
TRV,Travelers,Insurance,Insurance,2019-01-01,2019-12-31,102.64,122.52,0.1938,52770000000.0,10.948909,0.0181,1300658.0,137.17,100.62,DOW30,2019,2019,2019
JNJ,Johnson & Johnson,Pharmaceutical industry,Pharmaceutical industry,2019-01-01,2019-12-31,108.16,126.98,0.174,342030000000.0,13.356336,0.0349,7090444.0,128.69,105.83,DOW30,2019,2019,2019
